-3.066140387862070771e+00,4.195651321084112872e-01,9.632618428155500512e-01,-1.358909281368720079e-01,-5.094762709056564753e-02
2.133871139388733074e+00,5.417566203212444087e+00,-1.514907755228872333e+00,9.002476935138293834e-01,-5.391446915153826069e-02
-1.402168984482378367e+00,8.288492723909679505e-01,4.530543420398231436e-01,-5.357014858952082736e-01,1.409876024064311562e-01
-2.669698557897088875e+00,-1.057049840982214328e-01,6.196683259953686962e-01,2.673786499230299332e-02,-6.852563038789455385e-02
4.154239073812840743e+00,-4.066304153080713135e-02,1.355571215628561754e+00,7.733666301567374557e-01,2.892391556018736667e-02
-2.261601230902339221e+00,3.811310994755855858e-02,5.801883636085073404e-01,-1.687500236081471983e-01,6.013929856015222571e-03
-6.161790682467996882e-01,-5.597866115643743701e-01,-7.723932097049937551e-02,-1.211539563988644347e-01,8.007492966430623804e-02
-2.624333362749967424e+00,-1.934080858876074602e-02,6.738790775092687868e-01,-2.536761807032641286e-02,-2.476866783072576017e-02
-1.193245665506913689e+00,-6.379410673050871505e-01,-1.401839394073311484e-01,1.379226764524198179e-01,4.829934686721094883e-02
2.735950048197549389e+00,-1.300974751195285994e-01,6.217442143759780437e-01,1.019840118237506782e-01,1.301321660444805794e-01
-9.593610831601836475e-01,3.153625724234617178e-01,4.103275655019200663e-01,-5.090641946680368735e-01,1.641604909095045473e-01
-3.080240131889175892e+00,2.055281238943042210e-01,1.086734469195232533e+00,-1.657868489402863910e-01,-3.650147226084776708e-02
-7.184818239836823217e-01,-3.515199978698914096e-01,-1.727408407825366601e-02,-1.347604252669349079e-01,1.318199182920210544e-01
4.036865717393870456e-01,-7.539505437155075152e-02,3.734909560266008177e-01,-5.769669001534505348e-01,1.937626163841820182e-01
2.569211551683059716e-02,-1.259639304472456089e+00,-7.258838995995767762e-01,3.182049765395724150e-01,4.465013295361400930e-02
-1.605196840131360991e+00,-2.947697778865064899e-01,2.950328125657165623e-01,-1.188557175641703767e-01,3.757937473358400476e-02
-4.795373625901270254e-01,-4.304576967791873959e-02,-7.495549902843039181e-02,-2.176879308787933176e-01,1.508666218154260663e-01
