-2.077786985946722176e+00,3.149674062293428278e-02,-2.891614768032609861e-01,2.607421521827336663e-01,2.428794403110025573e-03
-1.561608675352502695e+00,1.553949420238213974e-01,2.150919316341893595e+00,-9.008333021527801243e-01,-1.424048967502953733e+00
-2.241423032127858761e+00,-6.542601105874921996e-02,3.902744065816516339e-01,2.728789288543251312e-01,-4.877700152767612540e-02
-1.757467352663902638e+00,-1.549571806183377976e-01,-3.721090696761618077e-01,4.647740153498793325e-01,3.301751222665830210e-01
-3.778536632724702887e-02,-2.197171098818078150e-01,-1.032139265219008006e+00,-4.902372550440385890e-01,1.735693526260839170e-01
-1.934269482549091146e+00,-3.022882076447798161e-01,-2.934471570645623695e-01,4.078617320395406809e-01,3.332611609174723766e-01
-1.045237116209137840e+00,-2.962787356194837018e-01,-8.290544492621082506e-01,1.185208767782275907e-01,3.991559345321674113e-01
-1.655199236126183582e+00,6.966403135042943673e-02,-6.585221030481043236e-01,1.219002150412836771e-01,1.629639734983978627e-01
-9.644525652687648831e-01,-2.540232767255481972e-01,-1.241987386771330470e+00,-1.815932577154767691e-01,7.950842881277088436e-02
7.542658546647443840e-01,5.551906744218929601e-01,-4.343761038234264515e-01,3.522494373331447881e-01,-3.853330213672112037e-01
-2.051216067714064284e+00,-3.395441283571990487e-01,2.445964879423434546e-01,5.063474552670620410e-01,3.275568050177349311e-01
-1.936689389306355702e+00,1.808290395459528355e-01,-3.160414178474046376e-01,4.634280899375456397e-01,3.744519558610970855e-01
-1.113626670176367961e+00,-1.193710360122347269e-01,-9.306186378043194152e-01,-2.172257052441288194e-01,5.436074025815442606e-02
-1.249785946558421568e+00,-1.730578873484368840e-01,-4.728425602865679034e-01,1.522411128350879550e-01,4.212070349837150340e-01
6.830545742747865523e-01,4.661852461935605541e-01,-2.219094745177224048e+00,-6.266810761333497792e-01,1.357245897440401139e-01
-1.049877520428173172e+00,1.710870074109125116e-01,-1.072340038461389700e+00,-2.114289799702796235e-01,5.441660024351890196e-02
-1.352444786926212839e+00,-1.368961787873055058e-01,-5.197442408603951680e-01,-2.102127790306171917e-01,-1.465656655614704373e-01
1.856445749697874126e+00,-1.396677613319686762e+00,1.177224898629290806e+00,-3.756186881098975139e-01,5.180172393152229215e-01
-1.240466886086437182e+00,-3.659481664003773060e-01,-9.666518587768869741e-01,4.218711017025121857e-01,6.276485901666086775e-01
-9.516086239449315087e-01,-1.277702733168131766e-01,-4.124971621506571817e-01,9.368435539881012769e-03,4.870716428891839755e-01
-5.920418438109239512e-01,-1.524092966583844577e-01,-4.268154022282972249e-01,-1.325488138849303110e-01,3.359101437450610628e-01
2.367721082585422021e+00,1.229086500643763680e+00,-1.896509893539978897e+00,1.133000697080389418e+00,-7.509222312615705386e-01
-4.378334467048345946e-01,1.401272119234146275e-02,-6.657201097874408946e-01,-3.750281403443229133e-01,9.304881679509832693e-02
-3.223002580857993737e-01,-5.699284211999273708e-01,-6.084653849678852700e-01,4.823054925742095711e-01,1.103523980410156646e+00
-1.232017874055898465e+00,-1.736839859679056297e-01,-6.898071146902908790e-01,-7.624183399974622521e-02,1.048448286811539537e-01
2.046400675844565475e-01,-2.719297549871290687e-01,-1.620947951046108226e+00,-2.230808868640293541e-01,7.116503621425223081e-01
1.617636645621347125e+00,-4.997952158845828108e-02,-6.706928132333239700e-01,1.551256255653225835e-01,6.577457623384034280e-01
1.991766027770285552e+00,-3.928461360193807317e-01,-1.706727319001690724e-01,-8.923400051318434167e-01,8.884666124041919189e-02
-7.583812861787511128e-01,-1.548556238379860672e-01,-1.252128772405646240e+00,-2.296157089769697568e-01,7.845978576925764780e-02
1.157677254103303133e+00,-2.038337577063451256e-01,3.902982531532350197e-01,-2.226397935366827840e-01,5.680467781442829489e-01
1.816802185519633239e+00,-2.427708747788799581e-01,-8.809947495383144700e-01,-4.703088599986167129e-01,6.760168426872704694e-01
1.416906056929439356e-02,-9.859521439300190648e-01,-1.306815624694976918e+00,-9.840348826340208910e-02,6.082846015683954777e-01
-2.142973327508991555e-01,1.393303988966046458e-01,-1.884691653916541032e+00,-1.980650633974852526e-01,4.933475947508126347e-01
-7.175025808803349170e-01,5.873267779784163700e-01,-1.035842881962435680e+00,-4.421160687007326118e-01,-3.474887017437321424e-01
7.830439670962785481e-01,9.033837537581124177e-01,1.091628564189240036e+00,4.029090475484273348e+00,9.403509760908171367e-02
2.951789866001327534e-01,7.697593197092826856e-01,5.304126135053739421e-01,-7.821435657995708945e-01,-1.657565546844184112e+00
1.934522413686032394e+00,2.902367720841118881e-02,-8.584239893590769332e-01,-4.511843247209426644e-01,4.379156610128281391e-01
-5.774907241615674647e-02,5.444705740957171969e-01,-1.568342004907516962e+00,-3.835389846088714805e-01,4.941779814866923380e-03
-3.076518885251202651e-01,1.336118851649682471e-01,1.731718587777537621e-01,4.698986722920522330e-01,9.050988971663262994e-01
-1.972648347257746515e+00,7.558552123945081469e-01,1.343545105314463584e+00,-4.771965041384311212e-01,-6.605137046498039677e-01
1.021136571051431075e+00,1.241916177564960089e+00,7.021369504934084071e-01,2.505092137308070122e+00,-1.374903018733749205e+00
-3.594005070752653186e+00,-1.025542519470323377e+00,2.280423992133216338e+00,1.872797100618796673e+00,1.119804528755781403e+00
-5.667362343545079284e-01,-1.011064934540652355e-01,-7.320425895458047838e-02,2.564858089531655838e-01,5.789476998920866091e-01
3.302902735744756679e+00,7.318514732404455714e+00,1.546623334102337877e+00,8.789127716904914234e-01,3.496165356090590759e+00
-9.772954612292331644e-01,-5.198354302637528956e-01,1.629005769502501977e+00,1.692643559514985130e+00,9.319026828305887467e-02
-2.027675166036735366e+00,-7.210437994233697134e-01,-2.923172493769108926e-01,2.009523404868601426e-01,7.216973919170918683e-02
-1.406823334174551965e+00,9.149250660415825243e-02,-1.235094722836741266e+00,-4.310697729790292643e-01,-4.095448522967667371e-01
-1.909083490566557684e+00,-7.512092125438394330e-01,7.610036951330702015e-01,8.095977126343074648e-01,7.949789377089002684e-01
-1.774150265564770623e-01,-3.263581630985999960e-01,-4.248320001306909455e-01,-1.666726854474553932e-01,2.967480844658108019e-01
1.528763263381203608e+00,5.598945549941158895e-01,2.397925232257192563e-01,-3.824727809454377403e-01,7.066725844112591026e-02
-2.547819018828856308e+00,-9.012423984253458142e-01,9.642574872578232315e-01,1.629543548220942772e-01,-2.301735386219393720e-01
6.034855071538742788e-01,-6.193980041460836472e-03,3.925467897857116140e-01,2.558913861882047946e+00,-2.178721501840140962e-01
2.142309388291107730e+00,-3.195306412272402308e-01,-1.472469952251706182e+00,-4.567517100725934087e-01,9.271253122895305454e-01
-1.495643047390293301e+00,2.967983093819465124e-01,-8.762683338745077544e-01,-6.606578353987403451e-01,-7.918617403176682057e-01
1.548472676525722846e+00,2.508912150506645844e-01,6.362455670846266509e-01,7.234024178782795245e-01,1.793549794118870055e+00
1.527975112563750404e+00,-1.004907872077883235e+00,4.064137784281898758e-01,-3.722406744558783287e-01,5.638374932100566062e-01
-1.476026191952023225e+00,2.144082555429765724e-01,-6.809287662646661410e-01,4.873027532936974882e-01,2.289490428542940437e-01
7.360867000785132896e-01,1.097265812190563183e+00,6.001364857621638293e-01,1.441783546740436517e+00,-1.378549775458439930e+00
1.392914557745619508e-01,3.643814107345856868e-01,1.593423729726713090e+00,1.879827920318092982e+00,-4.558408839102869314e-01
-8.943081673671281484e-01,-9.933712964888053998e-01,3.141122078683709073e+00,1.592153449496446216e+00,6.746800674499506822e-01
